Taxi Available throughout SG,temp_value,humidity_value,rainfall_value,IsWeekend,Hour
1650.0,26.7,84.6,0.0,0.0,24.0
2156.0,26.8,83.2,0.0,0.0,23.0
2015.0,25.9,87.8,0.0,0.0,22.0
1887.0,26.1,85.0,0.0,0.0,21.0
2210.0,26.5,90.8,0.0,0.0,20.0
1868.0,26.6,85.5,0.0,0.0,19.0
1559.0,25.9,89.4,0.0,0.0,18.0
1727.0,25.5,93.5,0.2,0.0,17.0
2053.0,26.0,89.4,0.2,0.0,16.0
2385.0,28.6,80.4,0.0,0.0,15.0
2000.0,28.6,77.5,0.0,0.0,14.0
2500.0,30.7,60.3,0.0,0.0,13.0
2345.0,30.2,65.2,0.0,0.0,12.0
2569.0,29.3,70.1,0.0,0.0,11.0
2310.0,28.5,72.5,0.0,0.0,10.0
1662.0,28.1,74.6,0.0,0.0,9.0
1297.0,27.2,77.6,0.0,0.0,8.0
1124.0,26.8,80.1,0.0,0.0,7.0
1336.0,26.8,78.9,0.0,0.0,6.0
1473.0,26.8,78.2,0.0,0.0,5.0
1392.0,26.6,83.1,0.0,0.0,4.0
1204.0,26.4,88.3,0.0,0.0,3.0
1502.0,26.3,87.6,0.0,0.0,2.0
1384.0,26.7,83.9,0.0,0.0,1.0
1585.0,26.8,82.2,0.0,1.0,24.0
965.0,27.3,79.5,0.0,1.0,23.0
1366.0,27.1,79.8,0.0,1.0,22.0
1454.0,27.2,78.9,0.0,1.0,21.0
1500.0,27.3,77.1,0.0,1.0,20.0
1485.0,27.8,73.7,0.0,1.0,19.0
1500.0,28.9,70.8,0.0,1.0,18.0
1443.0,28.1,82.0,0.0,1.0,17.0
1543.0,28.2,80.7,0.0,1.0,16.0
1299.0,27.9,82.0,0.0,1.0,15.0
1670.0,28.3,79.1,0.0,1.0,14.0
1798.0,30.2,62.8,0.0,1.0,13.0
1821.0,29.4,65.7,0.0,1.0,12.0
1494.0,28.8,69.5,0.0,1.0,11.0
1368.0,27.6,76.6,0.0,1.0,10.0
1185.0,27.0,81.0,0.0,1.0,9.0
1117.0,25.9,85.9,0.0,1.0,8.0
1261.0,25.9,87.9,0.0,1.0,7.0
1329.0,26.0,87.9,0.0,1.0,6.0
1383.0,26.0,88.4,0.0,1.0,5.0
903.0,26.2,87.3,0.0,1.0,4.0
1448.0,26.3,86.6,0.0,1.0,3.0
1379.0,26.5,86.3,0.0,1.0,2.0
1191.0,26.7,85.0,0.0,1.0,1.0
1045.0,27.0,83.6,0.0,1.0,24.0
1409.0,27.2,82.4,0.0,1.0,23.0
1585.0,27.1,83.1,0.0,1.0,22.0
1507.0,27.1,82.4,0.0,1.0,21.0
2006.0,26.9,84.3,0.0,1.0,20.0
1083.0,26.9,86.4,0.0,1.0,19.0
1339.0,26.2,94.7,0.0,1.0,18.0
1164.0,25.5,96.2,0.8,1.0,17.0
1000.0,29.8,70.5,0.0,1.0,16.0
1500.0,29.7,71.5,0.0,1.0,15.0
1727.0,30.4,65.7,0.0,1.0,14.0
1783.0,30.0,69.5,0.0,1.0,13.0
1074.0,29.5,69.3,0.0,1.0,12.0
1895.0,29.1,72.8,0.0,1.0,11.0
1499.0,28.0,75.5,0.0,1.0,10.0
1153.0,26.9,84.2,0.0,1.0,9.0
1254.0,26.5,85.7,0.0,1.0,8.0
1298.0,26.2,87.0,0.0,1.0,7.0
1295.0,26.3,86.3,0.0,1.0,6.0
1459.0,26.2,86.6,0.0,1.0,5.0
1069.0,26.2,86.5,0.0,1.0,4.0
1541.0,26.5,85.4,0.0,1.0,3.0
1412.0,26.7,84.6,0.0,1.0,2.0
1671.0,26.7,83.5,0.0,1.0,1.0
1757.0,27.0,82.0,0.0,0.0,24.0
1913.0,27.0,81.8,0.0,0.0,23.0
2059.0,27.0,82.3,0.0,0.0,22.0
1897.0,27.1,81.6,0.0,0.0,21.0
1630.0,27.5,78.0,0.0,0.0,20.0
1100.0,28.1,74.9,0.0,0.0,19.0
1289.0,29.4,67.3,0.0,0.0,18.0
1243.0,30.3,61.7,0.0,0.0,17.0
1500.0,30.5,65.4,0.0,0.0,16.0
1393.0,31.0,60.7,0.0,0.0,15.0
1396.0,30.1,62.6,0.0,0.0,14.0
1753.0,30.2,64.8,0.0,0.0,13.0
1699.0,29.9,68.4,0.0,0.0,12.0
2283.0,28.4,72.6,0.0,0.0,11.0
2411.0,27.4,79.4,0.0,0.0,10.0
2299.0,27.3,79.7,0.0,0.0,9.0
1658.0,26.4,84.3,0.0,0.0,8.0
1460.0,25.7,87.2,0.0,0.0,7.0
1478.0,25.6,88.2,0.0,0.0,6.0
1527.0,25.8,88.2,0.0,0.0,5.0
1563.0,26.0,87.4,0.0,0.0,4.0
1467.0,26.0,86.5,0.0,0.0,3.0
1868.0,26.3,85.8,0.0,0.0,2.0
1526.0,26.5,85.0,0.0,0.0,1.0
1924.0,26.3,85.2,0.0,0.0,24.0
1956.0,26.5,85.2,0.0,0.0,23.0
1810.0,26.6,83.9,0.0,0.0,22.0
1875.0,26.9,82.9,0.0,0.0,21.0
2347.0,27.4,78.5,0.0,0.0,20.0
1536.0,28.1,73.4,0.0,0.0,19.0
1726.0,29.0,70.2,0.0,0.0,18.0
1723.0,30.0,67.3,0.0,0.0,17.0
2007.0,28.3,82.1,0.0,0.0,16.0
1987.0,28.1,81.7,0.0,0.0,15.0
1748.0,28.4,75.8,0.0,0.0,14.0
2180.0,29.3,66.6,0.0,0.0,13.0
1653.0,28.6,73.5,0.0,0.0,12.0
2305.0,27.7,78.1,0.0,0.0,11.0
2158.0,27.3,78.2,0.0,0.0,10.0
1747.0,26.9,82.3,0.0,0.0,9.0
1571.0,26.1,85.3,0.0,0.0,8.0
1478.0,25.6,88.1,0.0,0.0,7.0
1517.0,25.6,87.6,0.0,0.0,6.0
1461.0,25.7,87.4,0.0,0.0,5.0
1445.0,25.8,86.9,0.0,0.0,4.0
1101.0,26.0,84.7,0.0,0.0,3.0
1625.0,26.1,83.5,0.0,0.0,2.0
1825.0,26.2,83.9,0.0,0.0,1.0
1767.0,26.2,83.9,0.0,0.0,24.0
1920.0,26.2,84.0,0.0,0.0,23.0
1762.0,26.5,82.9,0.0,0.0,22.0
2000.0,26.7,80.5,0.0,0.0,21.0
1913.0,27.2,76.3,0.0,0.0,20.0
1425.0,28.2,69.8,0.0,0.0,19.0
1568.0,29.2,67.6,0.0,0.0,18.0
1916.0,29.6,66.5,0.0,0.0,17.0
2046.0,27.8,80.2,0.0,0.0,16.0
1832.0,27.7,82.5,0.0,0.0,15.0
1812.0,28.9,71.6,0.0,0.0,14.0
2239.0,29.5,65.9,0.0,0.0,13.0
1933.0,29.2,66.5,0.0,0.0,12.0
2104.0,28.3,71.6,0.0,0.0,11.0
2130.0,27.3,77.2,0.0,0.0,10.0
1621.0,26.2,81.5,0.0,0.0,9.0
1533.0,25.9,83.8,0.0,0.0,8.0
1540.0,25.6,84.6,0.0,0.0,7.0
1533.0,25.8,83.7,0.0,0.0,6.0
1566.0,25.7,84.6,0.0,0.0,5.0
1591.0,25.8,84.4,0.0,0.0,4.0
1632.0,25.8,82.8,0.0,0.0,3.0
1792.0,26.1,82.3,0.0,0.0,2.0
1725.0,26.4,80.3,0.0,0.0,1.0
2062.0,26.5,79.4,0.0,0.0,24.0
2000.0,26.6,77.0,0.0,0.0,23.0
1826.0,26.7,79.8,0.0,0.0,22.0
2289.0,27.0,76.9,0.0,0.0,21.0
2349.0,27.3,74.9,0.0,0.0,20.0
1749.0,27.8,70.8,0.0,0.0,19.0
1761.0,28.7,66.8,0.0,0.0,18.0
2025.0,29.1,65.4,0.0,0.0,17.0
2135.0,29.6,63.1,0.0,0.0,16.0
1967.0,29.5,62.0,0.0,0.0,15.0
1674.0,29.6,63.4,0.0,0.0,14.0
2198.0,29.4,64.7,0.0,0.0,13.0
1858.0,28.9,67.8,0.0,0.0,12.0
2203.0,27.9,70.7,0.0,0.0,11.0
1757.0,27.3,72.4,0.0,0.0,10.0
1451.0,26.6,75.0,0.0,0.0,9.0
1391.0,25.9,79.2,0.0,0.0,8.0
1435.0,25.8,79.5,0.0,0.0,7.0
1493.0,25.9,79.0,0.0,0.0,6.0
1388.0,26.0,78.0,0.0,0.0,5.0
1483.0,25.9,80.1,0.0,0.0,4.0
1333.0,26.2,78.5,0.0,0.0,3.0
1559.0,26.2,78.9,0.0,0.0,2.0
1500.0,26.4,78.3,0.0,0.0,1.0
2016.0,26.5,77.8,0.0,0.0,24.0
2236.0,26.6,77.3,0.0,0.0,23.0
1850.0,26.9,74.4,0.0,0.0,22.0
2424.0,26.9,74.9,0.0,0.0,21.0
2178.0,27.2,70.3,0.0,0.0,20.0
1837.0,27.7,68.9,0.0,0.0,19.0
1947.0,28.3,69.5,0.0,0.0,18.0
2085.0,28.8,66.1,0.0,0.0,17.0
2288.0,29.3,62.5,0.0,0.0,16.0
2235.0,29.7,61.0,0.0,0.0,15.0
2050.0,29.3,61.9,0.0,0.0,14.0
2481.0,28.9,64.5,0.0,0.0,13.0
2147.0,29.0,65.4,0.0,0.0,12.0
2580.0,28.1,69.0,0.0,0.0,11.0
1963.0,27.1,74.7,0.0,0.0,10.0
1479.0,26.3,79.4,0.0,0.0,9.0
1341.0,25.3,82.5,0.0,0.0,8.0
1267.0,25.1,83.0,0.0,0.0,7.0
1468.0,25.0,83.4,0.0,0.0,6.0
1355.0,25.2,82.2,0.0,0.0,5.0
1399.0,25.6,80.5,0.0,0.0,4.0
1487.0,25.8,79.6,0.0,0.0,3.0
1525.0,26.1,78.5,0.0,0.0,2.0
1139.0,26.2,77.2,0.0,0.0,1.0
881.0,26.3,76.3,0.0,1.0,24.0
788.0,26.7,73.8,0.0,1.0,23.0
856.0,26.6,76.6,0.0,1.0,22.0
1009.0,26.4,80.5,0.0,1.0,21.0
1048.0,26.0,84.5,0.0,1.0,20.0
725.0,25.9,82.7,0.0,1.0,19.0
880.0,25.3,87.0,0.0,1.0,18.0
949.0,26.8,79.9,0.0,1.0,17.0
1005.0,28.5,68.3,0.0,1.0,16.0
36.0,28.7,68.3,0.0,1.0,15.0
1601.0,29.3,66.4,0.0,1.0,14.0
1611.0,28.9,65.6,0.0,1.0,13.0
1601.0,28.9,67.6,0.0,1.0,12.0
1765.0,28.1,71.3,0.0,1.0,11.0
1485.0,26.9,78.5,0.0,1.0,10.0
1351.0,26.4,81.7,0.0,1.0,9.0
1362.0,25.8,84.1,0.0,1.0,8.0
1296.0,25.8,83.3,0.0,1.0,7.0
1500.0,25.6,84.8,0.0,1.0,6.0
1041.0,25.6,86.0,0.0,1.0,5.0
953.0,25.7,85.2,0.0,1.0,4.0
1248.0,25.8,84.3,0.0,1.0,3.0
1552.0,26.0,83.1,0.0,1.0,2.0
1329.0,26.2,82.5,0.0,1.0,1.0
881.0,26.3,81.6,0.0,1.0,24.0
788.0,26.5,81.2,0.0,1.0,23.0
856.0,26.5,80.2,0.0,1.0,22.0
1009.0,26.8,78.9,0.0,1.0,21.0
1048.0,27.0,76.2,0.0,1.0,20.0
725.0,27.4,75.4,0.0,1.0,19.0
880.0,28.1,73.1,0.0,1.0,18.0
949.0,29.1,62.8,0.0,1.0,17.0
1005.0,29.7,63.4,0.0,1.0,16.0
36.0,29.8,61.3,0.0,1.0,15.0
1601.0,29.5,62.0,0.0,1.0,14.0
1611.0,30.0,62.3,0.0,1.0,13.0
1601.0,29.0,64.5,0.0,1.0,12.0
1765.0,28.1,71.3,0.0,1.0,11.0
1485.0,27.4,77.2,0.0,1.0,10.0
1351.0,26.6,82.3,0.0,1.0,9.0
1362.0,25.7,85.3,0.0,1.0,8.0
1296.0,25.3,86.7,0.0,1.0,7.0
1500.0,25.5,85.9,0.0,1.0,6.0
1041.0,25.7,85.0,0.0,1.0,5.0
953.0,25.7,85.8,0.0,1.0,4.0
1248.0,25.9,85.2,0.0,1.0,3.0
1552.0,26.0,85.1,0.0,1.0,2.0
1329.0,26.1,83.5,0.0,1.0,1.0
1718.0,26.2,83.3,0.0,0.0,24.0
1702.0,26.5,80.4,0.0,0.0,23.0
1888.0,26.6,81.1,0.0,0.0,22.0
2384.0,26.9,80.5,0.0,0.0,21.0
1942.0,27.3,76.5,0.0,0.0,20.0
1194.0,28.1,69.0,0.0,0.0,19.0
1391.0,29.1,64.3,0.0,0.0,18.0
1520.0,29.6,63.0,0.0,0.0,17.0
1638.0,30.1,59.9,0.0,0.0,16.0
1698.0,30.0,60.6,0.0,0.0,15.0
1621.0,29.6,63.5,0.0,0.0,14.0
1725.0,29.5,65.9,0.0,0.0,13.0
1667.0,28.3,72.6,0.0,0.0,12.0
2289.0,28.0,74.3,0.0,0.0,11.0
2373.0,27.2,77.7,0.0,0.0,10.0
2253.0,26.2,82.0,0.0,0.0,9.0
1713.0,25.3,86.0,0.0,0.0,8.0
1495.0,25.1,86.1,0.0,0.0,7.0
1370.0,25.2,85.6,0.0,0.0,6.0
1623.0,25.3,86.2,0.0,0.0,5.0
1624.0,25.3,86.3,0.0,0.0,4.0
1542.0,25.4,85.3,0.0,0.0,3.0
1400.0,25.5,84.8,0.0,0.0,2.0
1697.0,25.5,83.8,0.0,0.0,1.0
2177.0,25.9,80.7,0.0,0.0,24.0
2021.0,26.0,79.7,0.0,0.0,23.0
1903.0,26.3,78.4,0.0,0.0,22.0
2429.0,26.5,77.3,0.0,0.0,21.0
2698.0,26.9,73.0,0.0,0.0,20.0
1868.0,27.6,66.7,0.0,0.0,19.0
2181.0,27.9,67.0,0.0,0.0,18.0
2005.0,28.5,62.5,0.0,0.0,17.0
2333.0,29.2,61.7,0.0,0.0,16.0
2219.0,29.0,63.3,0.0,0.0,15.0
1969.0,29.0,62.6,0.0,0.0,14.0
2495.0,28.6,63.4,0.0,0.0,13.0
1953.0,28.6,67.2,0.0,0.0,12.0
2260.0,27.7,71.5,0.0,0.0,11.0
2078.0,26.8,76.9,0.0,0.0,10.0
1766.0,25.9,80.3,0.0,0.0,9.0
1562.0,25.3,81.9,0.0,0.0,8.0
1513.0,25.0,82.8,0.0,0.0,7.0
1676.0,24.7,84.6,0.0,0.0,6.0
1574.0,24.8,84.0,0.0,0.0,5.0
1598.0,25.2,81.4,0.0,0.0,4.0
1708.0,25.3,80.1,0.0,0.0,3.0
1734.0,25.5,79.9,0.0,0.0,2.0
1806.0,25.7,78.4,0.0,0.0,1.0
1960.0,25.7,78.6,0.0,0.0,24.0
2093.0,25.5,84.1,0.0,0.0,23.0
2041.0,25.8,82.3,0.0,0.0,22.0
2302.0,26.0,80.1,0.0,0.0,21.0
2499.0,26.3,80.3,0.0,0.0,20.0
2000.0,26.6,77.7,0.0,0.0,19.0
2195.0,26.9,74.9,0.0,0.0,18.0
2220.0,27.0,74.7,0.0,0.0,17.0
2546.0,26.7,81.8,0.0,0.0,16.0
2380.0,26.5,81.3,0.0,0.0,15.0
2117.0,26.0,83.7,0.0,0.0,14.0
2149.0,25.9,85.5,0.0,0.0,13.0
1939.0,25.1,89.0,0.0,0.0,12.0
2142.0,24.4,93.6,0.2,0.0,11.0
2077.0,24.2,91.9,0.2,0.0,10.0
1411.0,24.5,92.6,0.0,0.0,9.0
1134.0,24.2,93.5,0.0,0.0,8.0
1204.0,24.0,94.2,0.2,0.0,7.0
1366.0,23.9,94.7,0.2,0.0,6.0
1554.0,23.8,93.9,0.0,0.0,5.0
1613.0,24.3,92.9,0.2,0.0,4.0
1658.0,24.8,92.3,0.0,0.0,3.0
1642.0,24.9,91.0,0.0,0.0,2.0
1522.0,25.1,87.7,0.0,0.0,1.0
2022.0,25.7,87.3,0.0,0.0,24.0
2297.0,26.5,82.3,0.0,0.0,23.0
2028.0,26.6,84.7,0.0,0.0,22.0
2450.0,26.5,84.6,0.0,0.0,21.0
2325.0,26.6,81.7,0.0,0.0,20.0
1931.0,27.1,77.8,0.0,0.0,19.0
2160.0,28.4,73.2,0.0,0.0,18.0
2141.0,28.9,70.1,0.0,0.0,17.0
2364.0,29.9,66.4,0.0,0.0,16.0
2528.0,30.4,63.3,0.0,0.0,15.0
2031.0,29.9,65.7,0.0,0.0,14.0
2635.0,29.5,67.7,0.0,0.0,13.0
2240.0,29.1,67.8,0.0,0.0,12.0
2413.0,29.0,69.1,0.0,0.0,11.0
2588.0,27.4,74.3,0.0,0.0,10.0
1741.0,26.3,80.7,0.0,0.0,9.0
1260.0,25.9,81.8,0.0,0.0,8.0
1535.0,25.5,83.9,0.0,0.0,7.0
1541.0,25.4,85.4,0.0,0.0,6.0
1500.0,25.4,85.8,0.0,0.0,5.0
1307.0,25.6,85.0,0.0,0.0,4.0
1500.0,25.7,84.0,0.0,0.0,3.0
1432.0,26.1,82.8,0.0,0.0,2.0
1734.0,26.2,82.8,0.0,0.0,1.0
1693.0,26.4,79.9,0.0,0.0,24.0
2202.0,26.6,76.8,0.0,0.0,23.0
1640.0,26.9,74.3,0.0,0.0,22.0
2389.0,27.2,70.1,0.0,0.0,21.0
2272.0,27.9,70.3,0.0,0.0,20.0
2267.0,29.1,63.2,0.0,0.0,19.0
2378.0,29.8,61.7,0.0,0.0,18.0
2217.0,30.5,53.3,0.0,0.0,17.0
2373.0,30.7,56.0,0.0,0.0,16.0
2343.0,30.6,57.5,0.0,0.0,15.0
2237.0,29.9,62.7,0.0,0.0,14.0
2488.0,29.7,61.8,0.0,0.0,13.0
2327.0,29.5,65.9,0.0,0.0,12.0
2659.0,28.5,69.4,0.0,0.0,11.0
2436.0,27.4,77.0,0.0,0.0,10.0
2327.0,26.3,81.2,0.0,0.0,9.0
1578.0,25.7,84.1,0.0,0.0,8.0
1387.0,25.6,84.0,0.0,0.0,7.0
1443.0,25.7,83.9,0.0,0.0,6.0
1382.0,25.8,85.6,0.0,0.0,5.0
1418.0,25.8,85.6,0.0,0.0,4.0
1422.0,26.0,85.5,0.0,0.0,3.0
1298.0,26.1,85.1,0.0,0.0,2.0
1392.0,26.3,84.8,0.0,0.0,1.0
1669.0,26.5,83.6,0.0,1.0,24.0
1726.0,26.8,82.2,0.0,1.0,23.0
1205.0,26.9,81.1,0.0,1.0,22.0
1500.0,27.3,75.9,0.0,1.0,21.0
1701.0,26.9,81.5,0.0,1.0,20.0
1940.0,26.8,86.1,0.0,1.0,19.0
1586.0,26.0,93.3,0.0,1.0,18.0
1578.0,28.7,77.8,0.0,1.0,17.0
1557.0,31.0,59.3,0.0,1.0,16.0
1624.0,30.5,62.0,0.0,1.0,15.0
1900.0,30.5,62.1,0.0,1.0,14.0
1638.0,30.1,62.2,0.0,1.0,13.0
1829.0,29.0,67.2,0.0,1.0,12.0
1926.0,27.8,74.7,0.0,1.0,11.0
1539.0,26.7,79.8,0.0,1.0,10.0
1489.0,26.0,83.2,0.0,1.0,9.0
1427.0,25.6,83.7,0.0,1.0,8.0
1279.0,25.6,83.7,0.0,1.0,7.0
1316.0,25.6,82.3,0.0,1.0,6.0
1250.0,25.6,80.9,0.0,1.0,5.0
1283.0,25.7,81.3,0.0,1.0,4.0
1363.0,25.9,80.5,0.0,1.0,3.0
1482.0,26.0,80.0,0.0,1.0,2.0
1064.0,26.3,78.2,0.0,1.0,1.0
1461.0,26.4,77.7,0.0,1.0,24.0
1488.0,26.5,76.3,0.0,1.0,23.0
1498.0,26.7,75.2,0.0,1.0,22.0
1738.0,26.9,74.1,0.0,1.0,21.0
1850.0,27.1,73.4,0.0,1.0,20.0
1467.0,27.4,70.2,0.0,1.0,19.0
1300.0,27.9,65.2,0.0,1.0,18.0
1505.0,28.0,65.8,0.0,1.0,17.0
1843.0,28.3,69.5,0.0,1.0,16.0
1934.0,29.8,64.3,0.0,1.0,15.0
2274.0,29.7,65.4,0.0,1.0,14.0
2258.0,29.2,67.4,0.0,1.0,13.0
2153.0,28.7,66.0,0.0,1.0,12.0
2497.0,28.1,69.1,0.0,1.0,11.0
2211.0,26.9,75.6,0.0,1.0,10.0
1941.0,26.2,77.0,0.0,1.0,9.0
1763.0,25.9,77.2,0.0,1.0,8.0
1303.0,25.8,78.3,0.0,1.0,7.0
1188.0,25.6,79.2,0.0,1.0,6.0
906.0,25.8,78.3,0.0,1.0,5.0
1134.0,25.8,78.3,0.0,1.0,4.0
1329.0,25.9,77.5,0.0,1.0,3.0
1115.0,25.9,78.1,0.0,1.0,2.0
1194.0,25.9,77.7,0.0,1.0,1.0
1484.0,26.0,76.9,0.0,0.0,24.0
2032.0,26.2,75.1,0.0,0.0,23.0
2050.0,26.4,72.7,0.0,0.0,22.0
2087.0,26.6,70.7,0.0,0.0,21.0
2382.0,27.0,67.0,0.0,0.0,20.0
2019.0,27.6,60.1,0.0,0.0,19.0
1897.0,28.1,65.7,0.0,0.0,18.0
1995.0,28.0,65.8,0.0,0.0,17.0
2325.0,29.0,62.6,0.0,0.0,16.0
2054.0,29.2,61.3,0.0,0.0,15.0
1795.0,29.2,63.8,0.0,0.0,14.0
2010.0,28.5,65.6,0.0,0.0,13.0
2179.0,28.4,65.4,0.0,0.0,12.0
2535.0,28.0,67.2,0.0,0.0,11.0
2749.0,27.3,70.7,0.0,0.0,10.0
3359.0,26.1,75.6,0.0,0.0,9.0
2606.0,24.9,80.2,0.0,0.0,8.0
1480.0,24.6,81.1,0.0,0.0,7.0
1419.0,24.7,81.0,0.0,0.0,6.0
1338.0,24.8,81.2,0.0,0.0,5.0
1356.0,25.0,81.1,0.0,0.0,4.0
1352.0,25.1,81.1,0.0,0.0,3.0
1500.0,25.4,79.8,0.0,0.0,2.0
1572.0,25.8,77.1,0.0,0.0,1.0
1804.0,26.0,76.4,0.0,0.0,24.0
1558.0,26.5,72.1,0.0,0.0,23.0
1167.0,26.8,70.2,0.0,0.0,22.0
1397.0,26.8,71.0,0.0,0.0,21.0
1544.0,26.9,73.6,0.0,0.0,20.0
1675.0,27.6,67.2,0.0,0.0,19.0
1567.0,28.4,63.7,0.0,0.0,18.0
1357.0,28.3,62.4,0.0,0.0,17.0
1397.0,28.6,59.4,0.0,0.0,16.0
1389.0,28.3,62.4,0.0,0.0,15.0
1891.0,28.9,61.3,0.0,0.0,14.0
1714.0,28.6,63.2,0.0,0.0,13.0
1551.0,28.4,65.4,0.0,0.0,12.0
2009.0,26.7,72.5,0.0,0.0,11.0
1950.0,26.7,74.0,0.0,0.0,10.0
2044.0,25.7,77.2,0.0,0.0,9.0
1754.0,25.3,80.2,0.0,0.0,8.0
1332.0,25.1,81.4,0.0,0.0,7.0
1141.0,25.1,80.9,0.0,0.0,6.0
1112.0,25.2,80.1,0.0,0.0,5.0
852.0,25.2,79.5,0.0,0.0,4.0
1128.0,25.5,78.2,0.0,0.0,3.0
1095.0,25.8,78.0,0.0,0.0,2.0
1086.0,25.9,77.6,0.0,0.0,1.0
1445.0,26.1,76.8,0.0,0.0,24.0
1467.0,26.1,75.0,0.0,0.0,23.0
1129.0,26.0,77.2,0.0,0.0,22.0
1259.0,26.0,77.3,0.0,0.0,21.0
1316.0,26.7,72.6,0.0,0.0,20.0
