Taxi Available throughout SG,temp_value,humidity_value,rainfall_value,IsWeekend,Hour
0.42721614,0.3055555,0.7848537,0.0,0.0,0.08695652
0.4550845,0.3148148,0.7659208,0.0,0.0,0.04347826
0.51378596,0.3240741,0.757315,0.0,0.0,0.0
0.4785058,0.3425927,0.76075727,0.0,0.0,1.0
0.6285206,0.35185182,0.7366609,0.0,0.0,0.95652175
0.5867181,0.2685185,0.8158348,0.0,0.0,0.9130435
0.54876965,0.2870371,0.76764196,0.0,0.0,0.8695652
0.6445301,0.3240741,0.8674699,0.0,0.0,0.82608694
0.54313666,0.3333334,0.77624786,0.0,0.0,0.7826087
0.45152682,0.2685185,0.84337354,0.0,0.0,0.73913044
0.50133413,0.23148149,0.9139415,0.024390245,0.0,0.6956522
0.597984,0.2777778,0.84337354,0.024390245,0.0,0.65217394
0.6964127,0.51851857,0.68846816,0.0,0.0,0.6086956
0.582271,0.51851857,0.6385542,0.0,0.0,0.5652174
0.73050696,0.7129631,0.34251288,0.0,0.0,0.5217391
0.6845538,0.6666668,0.4268502,0.0,0.0,0.47826087
0.7509635,0.5833333,0.51118755,0.0,0.0,0.4347826
0.6741773,0.5092593,0.55249566,0.0,0.0,0.39130434
0.48206344,0.4722223,0.5886402,0.0,0.0,0.3478261
0.37385118,0.38888898,0.64027536,0.0,0.0,0.3043478
0.32256153,0.35185182,0.6833046,0.0,0.0,0.26086956
0.3854136,0.35185182,0.66265064,0.0,0.0,0.2173913
0.42603025,0.35185182,0.65060234,0.0,0.0,0.17391305
0.402016,0.3333334,0.73493975,0.0,0.0,0.13043478
0.34627926,0.3148148,0.82444066,0.0,0.0,0.08695652
0.43462792,0.3055555,0.8123924,0.0,0.0,0.04347826
0.39964423,0.3425927,0.74870914,0.0,0.0,0.0
0.4592351,0.35185182,0.71944916,0.0,1.0,1.0
0.27542248,0.39814812,0.6729776,0.0,1.0,0.95652175
0.39430773,0.3796297,0.6781412,0.0,1.0,0.9130435
0.42039728,0.38888898,0.66265064,0.0,1.0,0.8695652
0.43403497,0.39814812,0.6316695,0.0,1.0,0.82608694
0.4295879,0.44444442,0.5731497,0.0,1.0,0.7826087
0.43403497,0.5462963,0.52323586,0.0,1.0,0.73913044
0.41713607,0.4722223,0.7160069,0.0,1.0,0.6956522
0.44678327,0.48148158,0.6936316,0.0,1.0,0.65217394
0.37444413,0.4537037,0.7160069,0.0,1.0,0.6086956
0.48443523,0.49074072,0.66609293,0.0,1.0,0.5652174
0.52238363,0.6666668,0.38554212,0.0,1.0,0.5217391
0.52920246,0.5925926,0.43545604,0.0,1.0,0.47826087
0.43225616,0.537037,0.5008606,0.0,1.0,0.4347826
0.39490068,0.425926,0.6230636,0.0,1.0,0.39130434
0.3406463,0.3703704,0.6987952,0.0,1.0,0.3478261
0.32048622,0.2685185,0.78313255,0.0,1.0,0.3043478
0.3631782,0.2685185,0.81755596,0.0,1.0,0.26086956
0.38333827,0.2777778,0.81755596,0.0,1.0,0.2173913
0.39934775,0.2777778,0.8261618,0.0,1.0,0.17391305
0.25704122,0.2962964,0.807229,0.0,1.0,0.13043478
0.41861844,0.3055555,0.7951807,0.0,1.0,0.08695652
0.3981619,0.3240741,0.79001725,0.0,1.0,0.04347826
0.34242514,0.3425927,0.76764196,0.0,1.0,0.0
0.29914024,0.3703704,0.7435456,0.0,1.0,1.0
0.40705603,0.38888898,0.72289157,0.0,1.0,0.95652175
0.4592351,0.3796297,0.73493975,0.0,1.0,0.9130435
0.4361103,0.3796297,0.72289157,0.0,1.0,0.8695652
0.5840498,0.3611111,0.75559384,0.0,1.0,0.82608694
0.31040618,0.3611111,0.7917384,0.0,1.0,0.7826087
0.386303,0.2962964,0.93459547,0.0,1.0,0.73913044
0.33442038,0.23148149,0.96041304,0.09756098,1.0,0.6956522
0.285799,0.6296296,0.51807225,0.0,1.0,0.65217394
0.43403497,0.6203705,0.535284,0.0,1.0,0.6086956
0.50133413,0.6851852,0.43545604,0.0,1.0,0.5652174
0.5179365,0.6481482,0.5008606,0.0,1.0,0.5217391
0.30773792,0.6018519,0.49741828,0.0,1.0,0.47826087
0.55114144,0.56481487,0.55765927,0.0,1.0,0.4347826
0.4337385,0.46296299,0.6041308,0.0,1.0,0.39130434
0.3311592,0.3611111,0.7538726,0.0,1.0,0.3478261
0.36110288,0.3240741,0.77969015,0.0,1.0,0.3043478
0.37414765,0.2962964,0.8020654,0.0,1.0,0.26086956
0.37325823,0.3055555,0.79001725,0.0,1.0,0.2173913
0.42187962,0.2962964,0.7951807,0.0,1.0,0.17391305
0.30625555,0.2962964,0.79345953,0.0,1.0,0.13043478
0.44619033,0.3240741,0.7745267,0.0,1.0,0.08695652
0.40794545,0.3425927,0.76075727,0.0,1.0,0.04347826
0.4847317,0.3425927,0.74182445,0.0,1.0,0.0
0.5102283,0.3703704,0.7160069,0.0,0.0,1.0
0.5564779,0.3703704,0.7125646,0.0,0.0,0.95652175
0.5997628,0.3703704,0.7211704,0.0,0.0,0.9130435
0.5517344,0.3796297,0.7091222,0.0,0.0,0.8695652
0.47257635,0.4166667,0.64716005,0.0,0.0,0.82608694
0.3154462,0.4722223,0.5938038,0.0,0.0,0.7826087
0.3714794,0.5925926,0.46299487,0.0,0.0,0.73913044
0.35784167,0.6759259,0.3666093,0.0,0.0,0.6956522
0.43403497,0.6944445,0.4302926,0.0,0.0,0.65217394
0.4023125,0.7407408,0.3493976,0.0,0.0,0.6086956
0.4032019,0.65740746,0.38209978,0.0,0.0,0.5652174
0.5090424,0.6666668,0.41996562,0.0,0.0,0.5217391
0.4930329,0.6388889,0.48192772,0.0,0.0,0.47826087
0.66617256,0.5,0.5542168,0.0,0.0,0.4347826
0.70412093,0.4074074,0.6712565,0.0,0.0,0.39130434
0.6709161,0.39814812,0.6764199,0.0,0.0,0.3478261
0.48087755,0.3148148,0.75559384,0.0,0.0,0.3043478
0.4221761,0.2500001,0.80550766,0.0,0.0,0.26086956
0.4275126,0.24074079,0.8227194,0.0,0.0,0.2173913
0.44203973,0.2592592,0.8227194,0.0,0.0,0.17391305
0.4527127,0.2777778,0.8089501,0.0,0.0,0.13043478
0.4242514,0.2777778,0.79345953,0.0,0.0,0.08695652
0.54313666,0.3055555,0.7814114,0.0,0.0,0.04347826
0.44174325,0.3240741,0.76764196,0.0,0.0,0.0
0.5597391,0.3055555,0.77108425,0.0,0.0,1.0
0.5692262,0.3240741,0.77108425,0.0,0.0,0.95652175
0.5259413,0.3333334,0.74870914,0.0,0.0,0.9130435
0.545212,0.3611111,0.73149747,0.0,0.0,0.8695652
0.68514675,0.4074074,0.6557659,0.0,0.0,0.82608694
0.444708,0.4722223,0.56798625,0.0,0.0,0.7826087
0.50103766,0.5555556,0.5129087,0.0,0.0,0.73913044
0.50014824,0.6481482,0.46299487,0.0,0.0,0.6956522
0.5843463,0.49074072,0.717728,0.0,0.0,0.65217394
0.5784168,0.4722223,0.7108433,0.0,0.0,0.6086956
0.50756,0.5,0.60929435,0.0,0.0,0.5652174
0.6356359,0.5833333,0.4509466,0.0,0.0,0.5217391
0.4793952,0.51851857,0.5697074,0.0,0.0,0.47826087
0.6726949,0.43518528,0.6488812,0.0,0.0,0.4347826
0.62911355,0.39814812,0.65060234,0.0,0.0,0.39130434
0.50726354,0.3611111,0.7211704,0.0,0.0,0.3478261
0.4550845,0.2870371,0.7728056,0.0,0.0,0.3043478
0.4275126,0.24074079,0.82099825,0.0,0.0,0.26086956
0.439075,0.24074079,0.8123924,0.0,0.0,0.2173913
0.42247257,0.2500001,0.8089501,0.0,0.0,0.17391305
0.41772902,0.2592592,0.8003442,0.0,0.0,0.13043478
0.31574267,0.2777778,0.7624784,0.0,0.0,0.08695652
0.47109398,0.2870371,0.74182445,0.0,0.0,0.04347826
0.53038836,0.2962964,0.74870914,0.0,0.0,0.0
0.513193,0.2962964,0.74870914,0.0,0.0,1.0
0.5585532,0.2962964,0.7504303,0.0,0.0,0.95652175
0.51171064,0.3240741,0.73149747,0.0,0.0,0.9130435
0.582271,0.3425927,0.6901893,0.0,0.0,0.8695652
0.5564779,0.38888898,0.6179002,0.0,0.0,0.82608694
0.41179958,0.48148158,0.5060241,0.0,0.0,0.7826087
0.45419508,0.5740742,0.4681583,0.0,0.0,0.73913044
0.5573673,0.61111116,0.44922546,0.0,0.0,0.6956522
0.5959087,0.44444442,0.68502575,0.0,0.0,0.65217394
0.53246367,0.43518528,0.7246127,0.0,0.0,0.6086956
0.52653426,0.5462963,0.5370051,0.0,0.0,0.5652174
0.6531278,0.6018519,0.43889847,0.0,0.0,0.5217391
0.5624074,0.5740742,0.44922546,0.0,0.0,0.47826087
0.61310405,0.49074072,0.5370051,0.0,0.0,0.4347826
0.62081236,0.39814812,0.63339067,0.0,0.0,0.39130434
0.4699081,0.2962964,0.70740104,0.0,0.0,0.3478261
0.44381857,0.2685185,0.746988,0.0,0.0,0.3043478
0.44589385,0.24074079,0.76075727,0.0,0.0,0.26086956
0.44381857,0.2592592,0.74526674,0.0,0.0,0.2173913
0.45360214,0.2500001,0.76075727,0.0,0.0,0.17391305
0.46101394,0.2592592,0.757315,0.0,0.0,0.13043478
0.4731693,0.2592592,0.7297763,0.0,0.0,0.08695652
0.5206048,0.2870371,0.7211704,0.0,0.0,0.04347826
0.5007412,0.3148148,0.686747,0.0,0.0,0.0
0.6006522,0.3240741,0.6712565,0.0,0.0,1.0
0.582271,0.3333334,0.6299484,0.0,0.0,0.95652175
0.5306848,0.3425927,0.6781412,0.0,0.0,0.9130435
0.6679514,0.3703704,0.62822723,0.0,0.0,0.8695652
0.6857397,0.39814812,0.5938038,0.0,0.0,0.82608694
0.5078565,0.44444442,0.52323586,0.0,0.0,0.7826087
0.5114142,0.5277779,0.45438904,0.0,0.0,0.73913044
0.58968276,0.56481487,0.4302926,0.0,0.0,0.6956522
0.62229466,0.61111116,0.39070565,0.0,0.0,0.65217394
0.5724874,0.6018519,0.3717728,0.0,0.0,0.6086956
0.4856211,0.61111116,0.3958692,0.0,0.0,0.5652174
0.64097244,0.5925926,0.41824433,0.0,0.0,0.5217391
0.540172,0.5462963,0.47160074,0.0,0.0,0.47826087
0.6424548,0.4537037,0.5215146,0.0,0.0,0.4347826
0.5102283,0.39814812,0.5507745,0.0,0.0,0.39130434
0.41950786,0.3333334,0.59552497,0.0,0.0,0.3478261
0.40171954,0.2685185,0.6678141,0.0,0.0,0.3043478
0.4147643,0.2592592,0.6729776,0.0,0.0,0.26086956
0.4319597,0.2685185,0.6643718,0.0,0.0,0.2173913
0.40083012,0.2777778,0.64716005,0.0,0.0,0.17391305
0.42899495,0.2685185,0.6833046,0.0,0.0,0.13043478
0.38452417,0.2962964,0.6557659,0.0,0.0,0.08695652
0.45152682,0.2962964,0.66265064,0.0,0.0,0.04347826
0.43403497,0.3148148,0.6523236,0.0,0.0,0.0
0.58701456,0.3240741,0.64371777,0.0,0.0,1.0
0.65223837,0.3333334,0.6351119,0.0,0.0,0.95652175
0.5378002,0.3611111,0.5851979,0.0,0.0,0.9130435
0.7079751,0.3611111,0.5938038,0.0,0.0,0.8695652
0.63504297,0.38888898,0.51462996,0.0,0.0,0.82608694
0.53394604,0.43518528,0.4905336,0.0,0.0,0.7826087
0.56655794,0.49074072,0.5008606,0.0,0.0,0.73913044
0.6074711,0.537037,0.44234076,0.0,0.0,0.6956522
0.66765493,0.5833333,0.38037863,0.0,0.0,0.65217394
0.6519419,0.6203705,0.3545611,0.0,0.0,0.6086956
0.5970946,0.5833333,0.37005165,0.0,0.0,0.5652174
0.724874,0.5462963,0.41480204,0.0,0.0,0.5217391
0.62585235,0.5555556,0.4302926,0.0,0.0,0.47826087
0.7542247,0.4722223,0.49225473,0.0,0.0,0.4347826
0.5713015,0.3796297,0.59036136,0.0,0.0,0.39130434
0.42780906,0.3055555,0.6712565,0.0,0.0,0.3478261
0.38689592,0.21296291,0.7246127,0.0,0.0,0.3043478
0.364957,0.19444449,0.7332186,0.0,0.0,0.26086956
0.42454788,0.1851852,0.7401033,0.0,0.0,0.2173913
0.39104655,0.20370379,0.71944916,0.0,0.0,0.17391305
0.4040913,0.24074079,0.6901893,0.0,0.0,0.13043478
0.43018085,0.2592592,0.67469877,0.0,0.0,0.08695652
0.44144678,0.2870371,0.6557659,0.0,0.0,0.04347826
0.3270086,0.2962964,0.63339067,0.0,0.0,0.0
0.25051883,0.3055555,0.6179002,0.0,1.0,1.0
0.22294693,0.3425927,0.57487094,0.0,1.0,0.95652175
0.24310702,0.3333334,0.6230636,0.0,1.0,0.9130435
0.28846723,0.3148148,0.6901893,0.0,1.0,0.8695652
0.30002964,0.2777778,0.7590361,0.0,1.0,0.82608694
0.2042692,0.2685185,0.728055,0.0,1.0,0.7826087
0.25022236,0.21296291,0.8020654,0.0,1.0,0.73913044
0.2706789,0.35185182,0.6798623,0.0,1.0,0.6956522
0.28728136,0.5092593,0.48020658,0.0,1.0,0.65217394
0.0,0.5277779,0.48020658,0.0,1.0,0.6086956
0.46397865,0.5833333,0.4475043,0.0,1.0,0.5652174
0.46694338,0.5462963,0.4337349,0.0,1.0,0.5217391
0.46397865,0.5462963,0.4681583,0.0,1.0,0.47826087
0.51260006,0.4722223,0.5318417,0.0,1.0,0.4347826
0.4295879,0.3611111,0.6557659,0.0,1.0,0.39130434
0.38986066,0.3148148,0.7108433,0.0,1.0,0.3478261
0.39312184,0.2592592,0.7521514,0.0,1.0,0.3043478
0.3735547,0.2592592,0.73838216,0.0,1.0,0.26086956
0.43403497,0.24074079,0.7641997,0.0,1.0,0.2173913
0.29795435,0.24074079,0.7848537,0.0,1.0,0.17391305
0.2718648,0.2500001,0.77108425,0.0,1.0,0.13043478
0.35932404,0.2592592,0.75559384,0.0,1.0,0.08695652
0.44945154,0.2777778,0.73493975,0.0,1.0,0.04347826
0.38333827,0.2962964,0.7246127,0.0,1.0,0.0
0.25051883,0.3055555,0.7091222,0.0,1.0,1.0
0.22294693,0.3240741,0.7022375,0.0,1.0,0.95652175
0.24310702,0.3240741,0.68502575,0.0,1.0,0.9130435
0.28846723,0.35185182,0.66265064,0.0,1.0,0.8695652
0.30002964,0.3703704,0.61617893,0.0,1.0,0.82608694
0.2042692,0.4074074,0.60240966,0.0,1.0,0.7826087
0.25022236,0.4722223,0.5628227,0.0,1.0,0.73913044
0.2706789,0.56481487,0.38554212,0.0,1.0,0.6956522
0.28728136,0.6203705,0.3958692,0.0,1.0,0.65217394
0.0,0.6296296,0.35972458,0.0,1.0,0.6086956
0.46397865,0.6018519,0.3717728,0.0,1.0,0.5652174
0.46694338,0.6481482,0.3769363,0.0,1.0,0.5217391
0.46397865,0.5555556,0.41480204,0.0,1.0,0.47826087
0.51260006,0.4722223,0.5318417,0.0,1.0,0.4347826
0.4295879,0.4074074,0.63339067,0.0,1.0,0.39130434
0.38986066,0.3333334,0.7211704,0.0,1.0,0.3478261
0.39312184,0.2500001,0.7728056,0.0,1.0,0.3043478
0.3735547,0.21296291,0.7969018,0.0,1.0,0.26086956
0.43403497,0.23148149,0.78313255,0.0,1.0,0.2173913
0.29795435,0.2500001,0.76764196,0.0,1.0,0.17391305
0.2718648,0.2500001,0.7814114,0.0,1.0,0.13043478
0.35932404,0.2685185,0.77108425,0.0,1.0,0.08695652
0.44945154,0.2777778,0.7693631,0.0,1.0,0.04347826
0.38333827,0.2870371,0.74182445,0.0,1.0,0.0
0.49866587,0.2962964,0.73838216,0.0,0.0,1.0
0.49392232,0.3240741,0.68846816,0.0,0.0,0.95652175
0.5490661,0.3333334,0.70051634,0.0,0.0,0.9130435
0.6961162,0.3611111,0.6901893,0.0,0.0,0.8695652
0.5650756,0.39814812,0.6213425,0.0,0.0,0.82608694
0.34331456,0.4722223,0.49225473,0.0,0.0,0.7826087
0.40171954,0.56481487,0.41135976,0.0,0.0,0.73913044
0.4399644,0.61111116,0.3889845,0.0,0.0,0.6956522
0.4749481,0.65740746,0.33562824,0.0,0.0,0.65217394
0.49273643,0.6481482,0.34767637,0.0,0.0,0.6086956
0.4699081,0.61111116,0.39759034,0.0,0.0,0.5652174
0.5007412,0.6018519,0.43889847,0.0,0.0,0.5217391
0.4835458,0.49074072,0.5542168,0.0,0.0,0.47826087
0.6679514,0.46296299,0.5834768,0.0,0.0,0.4347826
0.692855,0.38888898,0.6419965,0.0,0.0,0.39130434
0.65727836,0.2962964,0.7160069,0.0,0.0,0.3478261
0.4971835,0.21296291,0.7848537,0.0,0.0,0.3043478
0.43255264,0.19444449,0.78657484,0.0,0.0,0.26086956
0.39549363,0.20370379,0.777969,0.0,0.0,0.2173913
0.47050104,0.21296291,0.788296,0.0,0.0,0.17391305
0.4707975,0.21296291,0.79001725,0.0,0.0,0.13043478
0.4464868,0.22222221,0.7728056,0.0,0.0,0.08695652
0.40438777,0.23148149,0.7641997,0.0,0.0,0.04347826
0.49243996,0.23148149,0.746988,0.0,0.0,0.0
0.6347465,0.2685185,0.6936316,0.0,0.0,1.0
0.58849686,0.2777778,0.6764199,0.0,0.0,0.95652175
0.55351317,0.3055555,0.65404475,0.0,0.0,0.9130435
0.70945746,0.3240741,0.6351119,0.0,0.0,0.8695652
0.7892084,0.3611111,0.56110156,0.0,0.0,0.82608694
0.54313666,0.425926,0.45266774,0.0,0.0,0.7826087
0.6359324,0.4537037,0.45783132,0.0,0.0,0.73913044
0.58375335,0.5092593,0.38037863,0.0,0.0,0.6956522
0.6809961,0.5740742,0.3666093,0.0,0.0,0.65217394
0.6471983,0.5555556,0.394148,0.0,0.0,0.6086956
0.57308036,0.5555556,0.38209978,0.0,0.0,0.5652174
0.7290246,0.51851857,0.3958692,0.0,0.0,0.5217391
0.5683368,0.51851857,0.4612736,0.0,0.0,0.47826087
0.6593537,0.43518528,0.535284,0.0,0.0,0.4347826
0.6053958,0.35185182,0.62822723,0.0,0.0,0.39130434
0.51289654,0.2685185,0.686747,0.0,0.0,0.3478261
0.45241624,0.21296291,0.71428573,0.0,0.0,0.3043478
0.43788913,0.1851852,0.7297763,0.0,0.0,0.26086956
0.48621404,0.15740749,0.76075727,0.0,0.0,0.2173913
0.45597392,0.16666661,0.7504303,0.0,0.0,0.17391305
0.46308923,0.20370379,0.7056799,0.0,0.0,0.13043478
0.49570116,0.21296291,0.6833046,0.0,0.0,0.08695652
0.50340945,0.23148149,0.6798623,0.0,0.0,0.04347826
0.5247554,0.2500001,0.65404475,0.0,0.0,0.0
0.5704121,0.2500001,0.65748703,0.0,0.0,1.0
0.6098429,0.23148149,0.7521514,0.0,0.0,0.95652175
0.59442633,0.2592592,0.7211704,0.0,0.0,0.9130435
0.6718055,0.2777778,0.6833046,0.0,0.0,0.8695652
0.7302105,0.3055555,0.686747,0.0,0.0,0.82608694
0.582271,0.3333334,0.6419965,0.0,0.0,0.7826087
0.640083,0.3611111,0.5938038,0.0,0.0,0.73913044
0.6474948,0.3703704,0.59036136,0.0,0.0,0.6956522
0.7441447,0.3425927,0.7125646,0.0,0.0,0.65217394
0.6949303,0.3240741,0.70395875,0.0,0.0,0.6086956
0.6169582,0.2777778,0.74526674,0.0,0.0,0.5652174
0.6264453,0.2685185,0.77624786,0.0,0.0,0.5217391
0.56418616,0.19444449,0.8364888,0.0,0.0,0.47826087
0.62437,0.1296296,0.91566265,0.024390245,0.0,0.4347826
0.6050993,0.11111119,0.8864028,0.024390245,0.0,0.39130434
0.40764898,0.1388889,0.8984509,0.0,0.0,0.3478261
0.32552624,0.11111119,0.9139415,0.0,0.0,0.3043478
0.34627926,0.0925926,0.9259896,0.024390245,0.0,0.26086956
0.39430773,0.083333306,0.93459547,0.024390245,0.0,0.2173913
0.45004448,0.07407401,0.9208262,0.0,0.0,0.17391305
0.46753633,0.120370306,0.90361446,0.024390245,0.0,0.13043478
0.48087755,0.16666661,0.8932875,0.0,0.0,0.08695652
0.476134,0.17592591,0.8709122,0.0,0.0,0.04347826
0.44055736,0.19444449,0.81411356,0.0,0.0,0.0
0.58879334,0.2500001,0.807229,0.0,0.0,1.0
0.67032313,0.3240741,0.7211704,0.0,0.0,0.95652175
0.5905722,0.3333334,0.7624784,0.0,0.0,0.9130435
0.71568334,0.3240741,0.76075727,0.0,0.0,0.8695652
0.6786244,0.3333334,0.7108433,0.0,0.0,0.82608694
0.5618144,0.3796297,0.64371777,0.0,0.0,0.7826087
0.6297065,0.5,0.56454384,0.0,0.0,0.73913044
0.6240735,0.5462963,0.51118755,0.0,0.0,0.6956522
0.6901868,0.6388889,0.4475043,0.0,0.0,0.65217394
0.73880816,0.6851852,0.394148,0.0,0.0,0.6086956
0.5914616,0.6388889,0.43545604,0.0,0.0,0.5652174
0.7705307,0.6018519,0.46987945,0.0,0.0,0.5217391
0.65342426,0.56481487,0.47160074,0.0,0.0,0.47826087
0.7047139,0.5555556,0.49397588,0.0,0.0,0.4347826
0.7565965,0.4074074,0.5834768,0.0,0.0,0.39130434
0.50548476,0.3055555,0.6936316,0.0,0.0,0.3478261
0.36288172,0.2685185,0.7125646,0.0,0.0,0.3043478
0.44441152,0.23148149,0.74870914,0.0,0.0,0.26086956
0.44619033,0.22222221,0.7745267,0.0,0.0,0.2173913
0.43403497,0.22222221,0.7814114,0.0,0.0,0.17391305
0.3768159,0.24074079,0.76764196,0.0,0.0,0.13043478
0.43403497,0.2500001,0.7504303,0.0,0.0,0.08695652
0.4138749,0.2870371,0.7297763,0.0,0.0,0.04347826
0.50340945,0.2962964,0.7297763,0.0,0.0,0.0
0.4912541,0.3148148,0.6798623,0.0,0.0,1.0
0.6421583,0.3333334,0.6265061,0.0,0.0,0.95652175
0.47554106,0.3611111,0.5834768,0.0,0.0,0.9130435
0.6975986,0.38888898,0.51118755,0.0,0.0,0.8695652
0.66291136,0.4537037,0.51462996,0.0,0.0,0.82608694
0.661429,0.56481487,0.39242685,0.0,0.0,0.7826087
