timestamp,stationId,temp_value,humidity_value,rainfall_value
2024-03-03 21:59:00+08:00,S107,28.1,83.3,0
2024-03-03 22:59:00+08:00,S107,28,82.3,0
2024-03-03 23:59:00+08:00,S107,28.1,82.7,0
2024-03-04 00:59:00+08:00,S107,27.8,83.8,0
2024-03-04 01:59:00+08:00,S107,27.6,85.3,0
2024-03-04 02:59:00+08:00,S107,27.6,84.8,0
2024-03-04 03:59:00+08:00,S107,27.5,85.4,0
2024-03-04 04:59:00+08:00,S107,27.4,85.9,0
2024-03-04 05:59:00+08:00,S107,27.2,86.4,0
2024-03-04 06:59:00+08:00,S107,27.1,86.6,0
2024-03-04 07:59:00+08:00,S107,27.4,85.5,0
2024-03-04 08:59:00+08:00,S107,28.3,82.9,0
2024-03-04 09:59:00+08:00,S107,29.2,77.8,0
2024-03-04 10:59:00+08:00,S107,29.3,77.5,0
2024-03-04 11:59:00+08:00,S107,30.3,70.2,0
2024-03-04 12:59:00+08:00,S107,30.5,69.1,0
2024-03-04 13:59:00+08:00,S107,30.4,73.4,0
2024-03-04 14:59:00+08:00,S107,30.6,68,0
2024-03-04 15:59:00+08:00,S107,30.6,68.5,0
2024-03-04 16:59:00+08:00,S107,30,72.2,0
2024-03-04 17:59:00+08:00,S107,29.4,75.8,0
2024-03-04 18:59:00+08:00,S107,29.1,76.3,0
2024-03-04 19:59:00+08:00,S107,28.7,79.8,0
2024-03-04 20:59:00+08:00,S107,27.8,85.5,0
2024-03-04 21:59:00+08:00,S107,27.2,89.9,0
2024-03-04 22:59:00+08:00,S107,25.6,93.4,0
2024-03-04 23:59:00+08:00,S107,24.5,95.2,2.6
2024-03-05 00:59:00+08:00,S107,24.4,96.5,0.8
2024-03-05 01:59:00+08:00,S107,24.9,96.7,0
2024-03-05 02:59:00+08:00,S107,25,96.6,0
2024-03-05 03:59:00+08:00,S107,24.9,96.2,0
2024-03-05 04:59:00+08:00,S107,25.7,95.4,0
2024-03-05 05:59:00+08:00,S107,25.7,93.7,0
2024-03-05 06:59:00+08:00,S107,25.9,93.7,0
2024-03-05 07:59:00+08:00,S107,26.7,90.3,0
2024-03-05 08:59:00+08:00,S107,27.7,87.3,0
2024-03-05 09:59:00+08:00,S107,28.7,81.1,0
2024-03-05 10:59:00+08:00,S107,29.6,76,0
2024-03-05 11:59:00+08:00,S107,29.2,80.5,0
2024-03-05 12:59:00+08:00,S107,28.9,82.5,0
2024-03-05 13:59:00+08:00,S107,29,80.8,0
2024-03-05 14:59:00+08:00,S107,29.1,77.1,0
2024-03-05 15:59:00+08:00,S107,28.3,80.5,0
2024-03-05 16:59:00+08:00,S107,27.5,81.1,0
2024-03-05 17:59:00+08:00,S107,26.9,83.5,0
2024-03-05 18:59:00+08:00,S107,25.6,93.6,0.6
2024-03-05 19:59:00+08:00,S107,26,92.8,0
2024-03-05 20:59:00+08:00,S107,26.1,91.8,0.2
2024-03-05 21:59:00+08:00,S107,26.2,91.7,0
2024-03-05 22:59:00+08:00,S107,26.3,90.8,0
2024-03-05 23:59:00+08:00,S107,26.3,89.5,0
2024-03-06 00:59:00+08:00,S107,26,91.5,0
2024-03-06 01:59:00+08:00,S107,26,92.1,0
2024-03-06 02:59:00+08:00,S107,26.2,92.1,0
2024-03-06 03:59:00+08:00,S107,26.1,92,0
2024-03-06 04:59:00+08:00,S107,26,91.9,0
2024-03-06 05:59:00+08:00,S107,26.1,90.6,0
2024-03-06 06:59:00+08:00,S107,26.2,89.9,0
2024-03-06 07:59:00+08:00,S107,26.7,87.9,0
2024-03-06 08:59:00+08:00,S107,28.1,81.3,0
2024-03-06 09:59:00+08:00,S107,29.2,76.6,0
2024-03-06 10:59:00+08:00,S107,29.7,73.2,0
2024-03-06 11:59:00+08:00,S107,31.1,66.4,0
2024-03-06 12:59:00+08:00,S107,29.4,78.1,0
2024-03-06 13:59:00+08:00,S107,30,72.8,0
2024-03-06 14:59:00+08:00,S107,28.9,80.5,0
2024-03-06 15:59:00+08:00,S107,29.2,75.9,0
2024-03-06 16:59:00+08:00,S107,29.2,75.9,0
2024-03-06 17:59:00+08:00,S107,28.7,79.3,0
2024-03-06 18:59:00+08:00,S107,29,75.3,0
2024-03-06 19:59:00+08:00,S107,28.7,80.9,0
2024-03-06 20:59:00+08:00,S107,28.5,81.4,0
2024-03-06 21:59:00+08:00,S107,28.1,85.7,0
2024-03-06 22:59:00+08:00,S107,27.9,87.1,0
2024-03-06 23:59:00+08:00,S107,27.9,86.7,0
2024-03-07 00:59:00+08:00,S107,28.1,85.1,0
2024-03-07 01:59:00+08:00,S107,27.6,89.5,0
2024-03-07 02:59:00+08:00,S107,27.5,89.9,0
2024-03-07 03:59:00+08:00,S107,27.5,90.7,0
2024-03-07 04:59:00+08:00,S107,27.5,89.5,0
2024-03-07 05:59:00+08:00,S107,27.5,88.4,0
2024-03-07 06:59:00+08:00,S107,27.4,89.6,0
2024-03-07 07:59:00+08:00,S107,27.9,86.7,0
2024-03-07 08:59:00+08:00,S107,28.6,82.5,0
2024-03-07 09:59:00+08:00,S107,29.7,77.3,0
2024-03-07 10:59:00+08:00,S107,30,70.7,0
2024-03-07 11:59:00+08:00,S107,31.3,64.7,0
2024-03-07 12:59:00+08:00,S107,29.3,82.7,0
2024-03-07 13:59:00+08:00,S107,28.1,84.9,0
2024-03-07 14:59:00+08:00,S107,28.7,82.9,0
2024-03-07 15:59:00+08:00,S107,31.3,65.2,0
2024-03-07 16:59:00+08:00,S107,29.3,80.4,0
2024-03-07 17:59:00+08:00,S107,27.5,80.1,0
2024-03-07 18:59:00+08:00,S107,27.2,86.6,0
2024-03-07 19:59:00+08:00,S107,25.1,90.3,0.2
2024-03-07 20:59:00+08:00,S107,26.9,90.4,0
2024-03-07 21:59:00+08:00,S107,27.5,89.5,0
2024-03-07 22:59:00+08:00,S107,28.3,84,0
2024-03-07 23:59:00+08:00,S107,28.3,84.5,0
2024-03-08 00:59:00+08:00,S107,27.6,90.1,0
2024-03-08 01:59:00+08:00,S107,27.5,89.7,0
2024-03-08 02:59:00+08:00,S107,27.3,89.6,0
2024-03-08 03:59:00+08:00,S107,27.3,88.7,0
2024-03-08 04:59:00+08:00,S107,27.4,87.2,0
2024-03-08 05:59:00+08:00,S107,27.4,86.9,0
2024-03-08 06:59:00+08:00,S107,27.3,86.7,0
2024-03-08 07:59:00+08:00,S107,27.3,87.5,0
2024-03-08 08:59:00+08:00,S107,27.8,83.9,0
2024-03-08 09:59:00+08:00,S107,28.4,81.9,0
2024-03-08 10:59:00+08:00,S107,28.9,76.2,0
2024-03-08 11:59:00+08:00,S107,29.7,72.1,0
2024-03-08 12:59:00+08:00,S107,30.2,70.6,0
2024-03-08 13:59:00+08:00,S107,30.6,66.5,0
2024-03-08 14:59:00+08:00,S107,28.6,84.5,0
2024-03-08 15:59:00+08:00,S107,24.3,95.8,1.4
2024-03-08 16:59:00+08:00,S107,24.5,95.8,0
2024-03-08 17:59:00+08:00,S107,25.5,92.8,0
2024-03-08 18:59:00+08:00,S107,25.9,91.8,0
2024-03-08 19:59:00+08:00,S107,26.1,90.4,0
2024-03-08 20:59:00+08:00,S107,26.5,88.5,0
2024-03-08 21:59:00+08:00,S107,26.7,85.1,0
2024-03-08 22:59:00+08:00,S107,26.4,85.1,0
2024-03-08 23:59:00+08:00,S107,26.7,84.1,0
2024-03-09 00:59:00+08:00,S107,26.8,83.1,0
2024-03-09 01:59:00+08:00,S107,27.1,84.2,0
2024-03-09 02:59:00+08:00,S107,26.7,87.3,0
2024-03-09 03:59:00+08:00,S107,26.7,87.5,0
2024-03-09 04:59:00+08:00,S107,26.7,87.1,0
2024-03-09 05:59:00+08:00,S107,26.6,86.5,0
2024-03-09 06:59:00+08:00,S107,26.9,84.9,0
2024-03-09 07:59:00+08:00,S107,27.2,84.1,0
2024-03-09 08:59:00+08:00,S107,27.8,81.9,0
2024-03-09 09:59:00+08:00,S107,28.4,75.3,0
2024-03-09 10:59:00+08:00,S107,29.7,70.7,0
2024-03-09 11:59:00+08:00,S107,30.4,68.7,0
2024-03-09 12:59:00+08:00,S107,30.9,65.1,0
2024-03-09 13:59:00+08:00,S107,31.4,60.7,0
2024-03-09 14:59:00+08:00,S107,31.1,56.3,0
2024-03-09 15:59:00+08:00,S107,29.9,73.1,0
2024-03-09 16:59:00+08:00,S107,31.2,61.6,0
2024-03-09 17:59:00+08:00,S107,30.5,62.4,0
2024-03-09 18:59:00+08:00,S107,29.8,70.4,0
2024-03-09 19:59:00+08:00,S107,29,74.3,0
2024-03-09 20:59:00+08:00,S107,28.4,78.8,0
2024-03-09 21:59:00+08:00,S107,28.2,80.5,0
2024-03-09 22:59:00+08:00,S107,28,82.2,0
2024-03-09 23:59:00+08:00,S107,27.8,82,0
2024-03-10 00:59:00+08:00,S107,28,81.2,0
2024-03-10 01:59:00+08:00,S107,27.8,83.7,0
2024-03-10 02:59:00+08:00,S107,27.6,83.8,0
2024-03-10 03:59:00+08:00,S107,27.5,84.6,0
2024-03-10 04:59:00+08:00,S107,27.2,85.9,0
2024-03-10 05:59:00+08:00,S107,27.3,84.5,0
2024-03-10 06:59:00+08:00,S107,27.1,84.9,0
2024-03-10 07:59:00+08:00,S107,27.1,83.9,0
2024-03-10 08:59:00+08:00,S107,27.3,82.9,0
2024-03-10 09:59:00+08:00,S107,27.2,83.7,0
2024-03-10 10:59:00+08:00,S107,28.6,75.7,0
2024-03-10 11:59:00+08:00,S107,28.6,78.5,0
2024-03-10 12:59:00+08:00,S107,30,73,0
2024-03-10 13:59:00+08:00,S107,30,72.2,0
2024-03-10 14:59:00+08:00,S107,30.4,69,0
2024-03-10 15:59:00+08:00,S107,29.8,69.7,0
2024-03-10 16:59:00+08:00,S107,29.8,69.7,0
2024-03-10 17:58:00+08:00,S107,29.6,70.6,0
2024-03-10 18:59:00+08:00,S107,29.1,72.5,0
2024-03-10 19:59:00+08:00,S107,28.6,75.6,0
2024-03-10 20:59:00+08:00,S107,28.5,75.1,0
2024-03-10 21:59:00+08:00,S107,28.4,75.5,0
2024-03-10 22:59:00+08:00,S107,28.1,76.8,0
2024-03-10 23:59:00+08:00,S107,27.9,78.3,0
2024-03-11 00:59:00+08:00,S107,27.8,80.4,0
2024-03-11 01:59:00+08:00,S107,27.9,75.9,0
2024-03-11 02:59:00+08:00,S107,27.6,77.1,0
2024-03-11 03:59:00+08:00,S107,27.2,79.9,0
2024-03-11 04:59:00+08:00,S107,27,79.4,0
2024-03-11 05:59:00+08:00,S107,27,78.9,0
2024-03-11 06:59:00+08:00,S107,27,78.6,0
2024-03-11 07:59:00+08:00,S107,27,77.5,0
2024-03-11 08:59:00+08:00,S107,27.7,74.3,0
2024-03-11 09:59:00+08:00,S107,28.3,72.2,0
2024-03-11 10:59:00+08:00,S107,29.8,64.9,0
2024-03-11 11:59:00+08:00,S107,30.1,62.5,0
2024-03-11 12:59:00+08:00,S107,30.7,63,0
2024-03-11 13:59:00+08:00,S107,30.5,62.8,0
2024-03-11 14:59:00+08:00,S107,31,60.3,0
2024-03-11 15:59:00+08:00,S107,30.7,61.2,0
2024-03-11 16:59:00+08:00,S107,30.7,56.7,0
2024-03-11 17:59:00+08:00,S107,31.1,59.6,0
2024-03-11 18:59:00+08:00,S107,30.3,61.7,0
2024-03-11 19:59:00+08:00,S107,29.7,66,0
2024-03-11 20:59:00+08:00,S107,29.4,69.5,0
2024-03-11 21:59:00+08:00,S107,27.9,79.1,0
2024-03-11 22:59:00+08:00,S107,27.5,82.5,0
2024-03-11 23:59:00+08:00,S107,28.4,75.8,0
2024-03-12 00:59:00+08:00,S107,28.4,76.4,0
2024-03-12 01:59:00+08:00,S107,28,79.1,0
2024-03-12 02:59:00+08:00,S107,27.9,79.9,0
2024-03-12 03:59:00+08:00,S107,27.8,79.5,0
2024-03-12 04:59:00+08:00,S107,27.7,79,0
2024-03-12 05:59:00+08:00,S107,27.8,79.2,0
2024-03-12 06:59:00+08:00,S107,27.8,76.8,0
2024-03-12 07:59:00+08:00,S107,27.8,76.9,0
2024-03-12 08:59:00+08:00,S107,28.2,75.8,0
2024-03-12 09:59:00+08:00,S107,29.4,70.8,0
2024-03-12 10:59:00+08:00,S107,30.1,67.8,0
2024-03-12 11:59:00+08:00,S107,30.6,63.4,0
2024-03-12 12:59:00+08:00,S107,31.4,54.4,0
2024-03-12 13:59:00+08:00,S107,31.2,57.2,0
2024-03-12 14:59:00+08:00,S107,31.2,59.7,0
2024-03-12 15:59:00+08:00,S107,30,67.1,0
2024-03-12 16:59:00+08:00,S107,30.7,63.8,0
2024-03-12 17:59:00+08:00,S107,30.3,61.3,0
2024-03-12 18:59:00+08:00,S107,29.5,63.6,0
2024-03-12 19:58:00+08:00,S107,28.7,71.1,0
2024-03-12 20:59:00+08:00,S107,28.4,73.2,0
2024-03-12 21:59:00+08:00,S107,28,76.5,0
2024-03-12 22:59:00+08:00,S107,27.9,77.1,0
2024-03-12 23:59:00+08:00,S107,27.8,78.3,0
2024-03-13 00:59:00+08:00,S107,27.6,78.1,0
2024-03-13 01:59:00+08:00,S107,27.3,79.3,0
2024-03-13 02:59:00+08:00,S107,27.1,79.1,0
2024-03-13 03:59:00+08:00,S107,26.9,79.6,0
2024-03-13 04:59:00+08:00,S107,26.7,80,0
2024-03-13 05:59:00+08:00,S107,26.5,81.2,0
2024-03-13 06:59:00+08:00,S107,26.3,82.3,0
2024-03-13 07:59:00+08:00,S107,26.9,80,0
2024-03-13 08:59:00+08:00,S107,27.9,74.9,0
2024-03-13 09:59:00+08:00,S107,29,71.6,0
2024-03-13 10:59:00+08:00,S107,29.8,63.3,0
2024-03-13 11:59:00+08:00,S107,30.6,62.5,0
2024-03-13 12:59:00+08:00,S107,30.8,58.7,0
